OTU_ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	Taxonomy
2	0.0613326155303802	0.189143262464467	0.345616731289859	0.0627960759132574	0.216824426951665	0.217912270436262	0.207164878076927	0.293201611441573	0.185564717636114	0.213650926364507	0.0624243602187505	0.143393439264179	0.0777265941546647	0.0996427122169165	0.122511973755351	0.0726144846450462	0.0578037398156296	0.0240016854530337	0.164128404911623	0.124728350267339	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Roseburia; 99%
3	0.0348744851748526	0.0587731813755659	0.10074808265997	0.0366321786868796	0.0838761518749191	0.0900003626373407	0.143564253134398	0.151662697854334	0.117268905938801	0.180999561909741	0.0844176457962272	0.0994790759058837	0.109353373084288	0.0553402620203209	0.124283389298762	0.0766094562921847	0.0894551238960904	0.117620639839848	0.0760943680558497	0.0604807643474811	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
4	0.0433850529212597	0.0653298669322487	0.109009508052341	0.0297168510120618	0.0713015419628286	0.0494938703111114	0.0572568982252302	0.071383999608555	0.0689425152227109	0.101732913120366	0.0491293428979547	0.0568003556434226	0.0465581743399635	0.0343122584774706	0.0808071658382762	0.0413597064644923	0.0434966747893606	0.0563517832375574	0.0511387786205169	0.0580118738037887	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 96%
5	0.00868329144605741	0.0163785478564525	0.0295345957777279	0.0146338134850968	0.0295873174402128	0.0173418420271669	0.0252932279844217	0.0385868199062103	0.0343144809991378	0.0488294365354283	0.0233265967701067	0.0389914043574323	0.0508500824160521	0.0415051965152406	0.073371594421493	0.0631316107698317	0.0727821978375446	0.101189124890793	0.0433023199433841	0.040122998321492	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
6	0.0707225039295526	0.178136456991803	0.353506392539574	0.108943636577888	0.029100683929683	0.177120966835863	0.168476312989883	0.187338525479271	0.0304538569232782	0.139462066622348	0.0152759368069888	0.0722557010325859	0.0401967054116511	0.00852136353123208	0.0627431011610323	0.0788073818696761	0.0694891750493755	0.0488700493048873	0.0481959025078597	0.0237718889492665	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Faecalibacterium; 93%
7	0.0256887247843579	0.0457388064737267	0.0413484340888191	0.0215763668594218	0.0450038670537974	0.0299368294848538	0.0357481252352483	0.0574759253758052	0.0514227288073887	0.0666312202300252	0.0261836921828852	0.0433259618840885	0.0318073446415622	0.0273029239631872	0.0368716864961661	0.0292503806413322	0.0402835797387684	0.0613926678021223	0.0301350513936094	0.0305154871200377	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Dorea; 98%
8	0.02436974380521	0.0561926384657069	0.0724940078180594	0.018472637115606	0.0473202425639193	0.0397469955951125	0.0479727316561368	0.0541768007903623	0.0564787745514078	0.0738345953900279	0.0330407211735534	0.0313421851927449	0.0201955803968696	0.0203799911070151	0.0466254066487699	0.0235413035123765	0.0390846636751146	0.0575545206073483	0.0320016756707806	0.0362997449652598	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Collinsella; 100%
9	0.078322346714167	0.100825497978065	0.066256631646819	0.0123740804260028	0.0881001307463179	0.0938611376871844	0.043344261519052	0.0528830264431297	0.0314925019792201	0.0555014151672341	0.0182854106417821	0.0557216196073769	0.020862284564029	0.0114158190779624	0.0483530835367872	0.0237210081193412	0.0178558565746842	0.014008352895212	0.0342382615164	0.0488417089272171	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Anaerostipes; 100%
10	0.0129071710102336	0.0164838761384876	0.0264365612555886	0.0206506930761785	0.01485205474137	0.0200633719803354	0.0283425730159128	0.0605809838091633	0.0384494641463783	0.0688748944601899	0.0251678360361195	0.0233006983785863	0.0240152396878869	0.00452528684358205	0.0228534474427601	0.0234998332184616	0.0452550850160529	0.0351446934378614	0.0131336356799157	0.0159843027771626	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Gemmiger; 76%
11	0.0362405726175416	0.115808446097553	0.229461090273117	0.0309420074898838	0.0328964253118156	0.115063754764195	0.0154917618117717	0.0675350209255382	0.0642784110092359	0.0628819225033024	0.00674274517415714	0.0408350623099467	0.0126118204954317	0.00827295876416194	0.0331320314600781	0.00246057077228598	0.00444398220927683	0.000194560456877944	0.0484817819016607	0.0188905396457376	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Fusicatenibacter; 96%
