OTU_ID	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	Taxonomy
2	0.0305665861881236	0.214043455729112	0.15885332743108	0.111679004520409	0.277988546620168	0.211495802823658	0.127355500763376	0.319589958533957	0.195830982268067	0.188706907915006	0.0378557746523061	0.096045345218974	0.0667661904771449	0.136693544199938	0.0787754065988735	0.0822124510993709	0.0488418182908965	0.111934222589124	0.0874501120197271	0.14232933652299	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Roseburia; 99%
3	0.0183217663368574	0.0508659662103131	0.0464998804750066	0.0603982499511925	0.0940218118571155	0.0924099539253075	0.119203981512708	0.159347952210712	0.116228509252771	0.179278434584365	0.0687719359105426	0.158566318319677	0.116375929492957	0.14197472980124	0.0827609206116835	0.0779219023046225	0.0988720019903306	0.0656737223200626	0.0537321426311024	0.0575873399207471	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
4	0.0249594285829646	0.0567852362686561	0.0457932550224527	0.0450305258345127	0.0785204205342741	0.0551800444302196	0.0547590293191924	0.0726934766882704	0.0657691164242234	0.108248769609511	0.0368276837791106	0.0731423695568576	0.0497897017933785	0.0633056403896349	0.0573881215260167	0.0387687222636577	0.0497925106177266	0.0368838766613624	0.0349888859666948	0.044045797896132	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 96%
5	0.00381135172350673	0.0137600942027899	0.0170964102548463	0.0248152645803568	0.0362774016842129	0.0174238192503053	0.0225605282790543	0.0332519356469051	0.0330868002675367	0.0500561222597561	0.0197264936294389	0.0386935774983531	0.0565832966465112	0.072976382854357	0.0582245874299398	0.0672801110287593	0.0804325320678551	0.033496835995633	0.0298499624118897	0.0494280598424907	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
6	0.0197538646981751	0.118738790424074	0.191495497642113	0.153326568267491	0.0803861154780336	0.141606620043817	0.153248561912556	0.224235648762635	0.0301340662583311	0.0824922695779945	0.00695797215966248	0.0643509472681045	0.0370873290768148	0.0521031254777818	0.0601927424979941	0.100128183521886	0.108992914053043	0.0277687525168259	0.012687062883691	0.0146580750879555	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Faecalibacterium; 93%
7	0.0145786097734134	0.029596350291715	0.0279117053758799	0.0323856736418621	0.0470109059285578	0.0401384961743917	0.0358906597595582	0.0505828307513934	0.0480931607800748	0.0696277636924559	0.0278777855526319	0.0554463307009555	0.0374172608356865	0.052263161405094	0.0316380927189729	0.0282038225432559	0.0411372492255442	0.0305705324792859	0.0254293830099067	0.0279992137422275	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Dorea; 98%
8	0.0123130150113289	0.0395133363222971	0.0182152338880566	0.0311686324030915	0.0532529223453334	0.0472299075067894	0.0334212289277383	0.0537464068418953	0.0530885395490733	0.0835917999955619	0.0252616614556611	0.0492772425283756	0.0228102820565448	0.0350707303566992	0.0253563977934329	0.0243284881479994	0.0367799093942396	0.0277936572276033	0.0187764110099224	0.027899012057056	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Coriobacteridae; 100%; Coriobacteriales; 100%; "Coriobacterineae"; 100%; Coriobacteriaceae; 100%; Collinsella; 100%
9	0.0342263931114909	0.0532734305250869	0.0173123235875711	0.0223605542852093	0.048415935454105	0.0828531691218809	0.0314312992283105	0.0480726018969735	0.0235207510459323	0.0395281185115482	0.00939050860070543	0.0499941396248833	0.0204257752537896	0.0216962992884664	0.0295715298975159	0.024897485658414	0.0138642630996057	0.0165616326669858	0.0172513111162383	0.0384058744736178	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Anaerostipes; 100%
10	0.00252322092232156	0.016101298031836	0.0235345532670042	0.0291883619128885	0.0203614114849804	0.0161495812765151	0.0292255940193063	0.048210148683517	0.0311250523299138	0.0764448522813738	0.015311210504376	0.0234312156279642	0.0281791715872766	0.0352307662840113	0.0207476346757391	0.0275886900995644	0.0518721500826675	0.00678653368684758	0.00576885611958771	0.0101060556758756	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Gemmiger; 76%
11	0.0148816993736923	0.123443284910742	0.103618771223115	0.0530753747009626	0.0278702578018397	0.0952631389535769	0.00158235373689435	0.0547092343477002	0.0648590271748107	0.0482968735916482	0.00603085449722724	0.000735762809573755	0.00329931758871785	0.00512114967398997	0.0213544824883892	0.00485954630516296	0.000297091352134407	0.0389883247220546	0.0304909464251772	0.0147869058260333	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Fusicatenibacter; 96%
12	0.0685512903430724	0.136076950856161	0.0324458853631009	0.0119022507588245	0.0260045628580802	0.133656483120386	0.0734595734824893	0.0469378409079891	0.0409944646346558	0.0747130918737051	0.0239673684813704	0.066124324296308	0.0354226733843253	0.0538863829535462	0.0167457193706954	0.007212427902283	0.0102595546937082	0.0159141101867728	0.0286895603188691	0.0406246260738455	Root; 100%; Bacteria; 100%; "Actinobacteria"; 100%; Actinobacteria; 100%; Actinobacteridae; 100%; Bifidobacteriales; 100%; Bifidobacteriaceae; 100%; Bifidobacterium; 100%
13	0	0	5.88854543794934e-05	0.00408430788604376	0.00248759325834603	0.00168975035654789	0.0410932470460139	0.0029572559106865	0.000121345233255025	8.24647813175553e-05	5.5076296778331e-05	0.0189411759182577	0.0555035199811126	0.0234566944889005	4.92038767013576e-05	0.0145786389154889	0.0991888994326073	9.96188431096892e-05	2.21028970099146e-05	0.000171774317436979	Root; 100%; Bacteria; 100%; Firmicutes; 98%; Clostridia; 98%; Clostridiales; 98%; Ruminococcaceae; 94%; Clostridium IV; 68%
14	0.0198220598582378	0.0271005386626375	0.0260862562901156	0.0170592051603949	0.0433716491246812	0.033988912909578	0.00558618819236945	0.0182249492170214	0.0177164040552336	0.0334807012149275	0.0230677889673243	0.00633887959017389	0.00962800859980391	0.0092592215087765	0.0362960597133681	0.0131023210506292	0.00752631425407164	0.0101237649310222	0.016311937993317	0.0196681593465341	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Erysipelotrichia; 100%; Erysipelotrichales; 100%; Erysipelotrichaceae; 100%; Clostridium XVIII; 75%
15	0.000954732240878426	0.00485910228669947	0.00987312785096173	0.0135318483497207	0.0156626242192157	0.00847645260825662	0.0216015260142699	0.0272342637356245	0.0172714715332985	0.01990150055797	0.00667341129297443	0.0134701191291195	0.0228402758528059	0.0200502154646839	0.0121369562530015	0.0153475544701033	0.0254112136525629	0.00799441215955256	0.00723869877074703	0.0110794434746851	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Blautia; 100%
16	0.00383408344352765	0.0161454716889878	0.0125818587524184	0.0213497912225015	0.0262579288380969	0.0133240970737629	0.0193478706920264	0.0284377981178806	0.0307812408356913	0.0427167567224936	0.014696191857018	0.0226388556791925	0.0206207349294866	0.0227022394030002	0.0153516095308236	0.0115798682524928	0.0175878080463569	0.0133987343982532	0.00991314930894669	0.0158318662571082	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Coprococcus; 98%
17	0.00647096296595378	0.02509063726223	0.0134258835985245	0.0165641375378441	0.0103880051806857	0.00545706262688417	0.0104531246861506	0.012138503912469	0.00940425557726441	0.0258939413337124	0.00972096638137541	0.0263554011531932	0.00631369411295553	0.0229765867069639	0.0190583015756592	0.00445971021676348	0.00998226943171607	0.00610165414046846	0.0081780718936684	0.00422278530365906	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Lactobacillales; 100%; Streptococcaceae; 100%; Streptococcus; 100%
18	0.00492520600453156	0.0216009183472367	0.0135043975376972	0.0209166070527695	0.0355403370150733	0.0210249265675385	0.0275473400559335	0.0304666132193981	0.0273431258934656	0.040984996314825	0.0165504271818885	0.0221294814264106	0.01847617849682	0.0301782034360123	0.0309328371529201	0.0206376934858503	0.022717585393211	0.0187283425046216	0.0144663460929891	0.0188951749180677	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 93%; Lachnospiracea_incertae_sedis; 92%
19	0.00463727088426664	0.0157037351174697	0.00977498542699591	0.00767354814953676	0.0122997666662665	0.0102770062668732	0.00891872106249544	0.021147818431072	0.0210129495586618	0.0303195512644212	0.0139985587644925	0.0236576041847561	0.00595376855782267	0.00827614366957307	0.018615466685347	0.0126717283400452	0.0119034601755186	0.0127885689842063	0.0104767731826995	0.0274838907899166	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Ruminococcus2; 81%
20	0.00332640836306055	0.0056100544582803	0.00714476846471187	0.0116959725827617	0.00948970761517188	0.0165096920082384	0.0262526869984745	0.00993775532777206	0.00570322596298616	0.00995075027898501	0.00623280091874779	0.0102818136209666	0.0123274502633003	0.0156149340506033	0.00751179184307392	0.00684334843606809	0.00812049695834046	0.0110950486513416	0.0104988760797094	0.00689960175038532	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 92%; Butyricicoccus; 82%
21	0.000189431000174291	0.0226831729474562	0.0158990726824632	0.012232295840525	0.00564315137309978	0.0147922408261733	0.00860704532644049	0.00787455352961869	0.0134693208913077	0.0095934028932756	0.00280889113569488	0.00545219107607218	0.000524891434568749	0.00859621552419744	0.0136294738462761	0.00748923750194418	0.00657562192724154	0.00757103207633638	0.00524943803985472	0.0101346847287817	Root; 100%; Bacteria; 100%; Firmicutes; 97%; Clostridia; 81%; Clostridiales; 81%; Ruminococcaceae; 63%; Sporobacter; 33%
22	0.000143967560132461	0.00375476085790414	0.00959832906385743	0.0159246751920494	0.0105722713479706	0.0485595471316139	0.0502996687879447	0.0192221634194622	0.00546053549647611	0.0038758447219251	0.000110152593556662	0.00688598526908771	0.00412414698589731	0.00807038319160026	0.00206656282145702	0.00262969119678122	0.0107349008571232	0.00043583243860489	0.00100568181395111	0.000243346949702387	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Ruminococcaceae; 100%; Ruminococcus; 100%
23	0.00184126932169411	0.00554379397255258	0.00683071270802124	0.0124592018341941	0.012207633582624	0.00664819812412284	0.00707264170278536	0.00770262004643924	0.00988963651028451	0.0144863132514505	0.0056636791853717	0.00677279099069174	0.00865321022131909	0.0075902754096637	0.00902071072858222	0.00976522754360279	0.00952672935844332	0.00418399141060694	0.0040116758072995	0.00774415881111713	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Dorea; 96%
24	0.00124266736114335	0.00289337454344378	0.0145250787469417	0.0499193186072015	0.00723244706593196	0.0485872479571311	0.0118676530267076	0.0458030799190048	0.000242690466510049	0.00255640822084421	2.75381483891655e-05	0.00205636272419331	0.00163466189622839	0.0022176407070403	0.016696515493994	0.00387533439525654	0.00376315712703582	0.00032376124010649	0.000143668830564445	0.00234758233830538	Root; 100%; Bacteria; 100%; "Bacteroidetes"; 100%; "Bacteroidia"; 100%; "Bacteroidales"; 100%; Bacteroidaceae; 100%; Bacteroides; 100%
25	0.00366738416337427	0.00631683297270931	0.00504452059184327	0.00926189010522044	0.0181041509357405	0.0348199376750934	0.0360345100992759	0.0178466955540266	0.00469201568586095	0.00566258165047213	0.00250597150341406	0.00513147395395029	0.00599875925221428	0.00697299397574527	0.00344427136909503	0.00602829794817684	0.00663504019766842	0.00153163971281147	0.00114935064451556	0.00340685729583341	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Lachnospiracea_incertae_sedis; 75%
26	0	0	3.92569695863289e-05	8.25112704251264e-05	0.000253365980016725	0.000858725591032534	0.0468952107479599	0.0626525612705906	0	5.49765208783702e-05	0	0.0105836650300225	0.00274443235788803	0.000548694607927496	0	0.000738158932429817	0.0223610757706497	2.49047107774223e-05	0	1.43145264530816e-05	Root; 100%; Bacteria; 100%; Firmicutes; 99%; Clostridia; 99%; Clostridiales; 98%; Ruminococcaceae; 96%; Clostridium IV; 66%
27	0.00922150108848448	0.00302589551489922	0.00127585151155569	0.00063946234579473	0.0106183378897918	0.00545706262688417	0.000119875283098057	0.00103160089907668	0.00922223772738188	0.00228152561645236	0.00313016953356848	0.00565971391979811	0.000374922453263392	0.00182898202642499	0.00136130725540423	0.00155320942032107	0.00237673081707526	0.00119542611731627	0.00996840655147148	0.0159893260480921	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Peptostreptococcaceae; 100%; Romboutsia; 96%
28	0.00128055356117821	0.0111759352594088	0.0102264405772387	0.0156358857455615	0.0187030159794164	0.0126592772613506	0.00390793422899666	0.0135483584745405	0.0093435829606369	0.0145138015118897	0.00366257373575901	0.00220728842872126	0.00301437652423767	0.00505256284799903	0.0124977846821448	0.00538240888230075	0.00233711863679067	0.00493113273392961	0.00232080418604103	0.00393649477459743	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Clostridia; 100%; Clostridiales; 100%; Lachnospiraceae; 100%; Lachnospiracea_incertae_sedis; 92%
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Bacillales; 100%; Listeriaceae; 99%; Listeria; 99%
30	0	0	0	2.06278176062816e-05	0	0	7.19251698588342e-05	0	6.06726166275123e-05	2.74882604391851e-05	9.17938279638849e-06	0	0	0	1.64012922337859e-05	0	1.98060901422938e-05	1.24523553887111e-05	2.21028970099146e-05	2.86290529061631e-05	Root; 100%; Bacteria; 100%; Firmicutes; 100%; Bacilli; 100%; Bacillales; 100%; Staphylococcaceae; 100%; Staphylococcus; 100%
